user_age,income,employment_status,credit_score,loan_amount,loan_term,existing_debt,loan_to_income_ratio,payment_history,num_of_defaults,savings_balance
41,19063,Unemployed,413,500512,12,367540,19.28028117295284,Good,0,5718.9
55,760724,Self-employed,641,357239,12,17375,0.022840083920055106,Average,5,228217.19999999998
52,14429,Unemployed,455,769442,5,134783,9.341118580636218,Bad,9,4328.7
50,392476,Self-employed,793,598595,17,272326,0.6938666313354193,Average,3,117742.8
59,421825,Employed,658,477278,9,94177,0.22326083091329343,Average,3,126547.5
32,790339,Self-employed,409,883864,12,96066,0.12155037268817558,Bad,9,237101.69999999998
38,37269,Unemployed,390,296067,21,387545,10.39858863935174,Bad,6,11180.699999999999
41,451607,Employed,815,381593,17,351292,0.7778710250283986,Good,2,135482.1
33,771230,Self-employed,778,496955,13,366950,0.4757983999585078,Bad,7,231369.0
41,29686,Unemployed,423,237998,6,144992,4.8841878326483865,Good,1,8905.8
28,298718,Employed,529,473604,23,23144,0.07747775493944122,Bad,7,89615.4
27,317434,Self-employed,389,836006,21,121270,0.3820321704669317,Average,4,95230.2
43,20909,Unemployed,382,438607,11,216490,10.353914582237314,Good,0,6272.7
52,82338,Self-employed,659,648045,7,134637,1.6351745245208773,Bad,8,24701.399999999998
31,295277,Self-employed,671,579952,23,89909,0.30449035989934875,Good,0,88583.09999999999
42,633350,Employed,720,855816,23,202632,0.3199368437672693,Good,2,190005.0
42,434494,Employed,758,819459,13,131661,0.3030214456356129,Good,0,130348.2
45,30551,Unemployed,444,692824,14,296943,9.719583647016464,Average,4,9165.3
42,346543,Employed,710,298629,18,35510,0.10246924624072626,Bad,7,103962.9
48,27191,Unemployed,432,261438,22,88919,3.270162921554926,Bad,8,8157.299999999999
49,169164,Self-employed,619,152528,19,114043,0.6741564399044714,Good,0,50749.2
33,211329,Self-employed,825,470011,5,209438,0.9910518669941182,Bad,7,63398.7
38,35279,Unemployed,368,299698,10,316386,8.968111341024406,Average,5,10583.699999999999
22,468238,Self-employed,682,311066,19,47546,0.10154237802143354,Good,0,140471.4
49,255295,Employed,833,277553,10,155339,0.6084686343249965,Average,5,76588.5
41,923071,Self-employed,431,726687,22,333083,0.36084223207098914,Average,3,276921.3
35,32019,Employed,547,748760,5,384409,12.005652893594428,Bad,9,9605.699999999999
47,24703,Unemployed,316,300783,7,268041,10.850544468283205,Bad,6,7410.9
51,23030,Unemployed,463,233182,21,132235,5.741858445505862,Good,0,6909.0
35,860877,Self-employed,648,458843,20,233686,0.2714510899931117,Average,5,258263.09999999998
43,851307,Self-employed,849,808124,12,315684,0.3708227466707075,Bad,8,255392.09999999998
44,571028,Employed,739,91037,21,245367,0.42969346511904843,Good,0,171308.4
33,660077,Employed,620,736200,12,293174,0.4441512126615531,Good,1,198023.1
42,987063,Self-employed,309,711560,21,56313,0.05705106968856091,Bad,6,296118.89999999997
57,449648,Self-employed,335,750423,13,391214,0.8700450129879372,Average,5,134894.4
53,15652,Unemployed,303,190487,16,30870,1.9722719141323792,Good,0,4695.599999999999
23,28806,Unemployed,413,20074,23,379709,13.181594112337708,Bad,8,8641.8
39,14470,Unemployed,460,672909,8,125703,8.68714581893573,Good,0,4341.0
43,573596,Self-employed,763,294107,15,320399,0.5585795577375017,Bad,6,172078.8
49,943830,Self-employed,801,486672,8,355551,0.3767108483519278,Good,1,283149.0
50,632128,Self-employed,368,753722,18,118952,0.18817707806013972,Average,4,189638.4
59,38071,Unemployed,460,758967,18,261401,6.866144834651046,Good,2,11421.3
45,995755,Self-employed,716,578553,10,372540,0.37412817409905047,Bad,6,298726.5
57,815566,Employed,648,18061,21,286818,0.35167969238541086,Bad,9,244669.8
28,429986,Self-employed,547,453442,6,256545,0.5966357044182834,Bad,8,128995.79999999999
36,249413,Self-employed,395,161882,12,138662,0.555953378532795,Average,3,74823.9
28,966919,Self-employed,581,455222,8,303570,0.3139559776982353,Bad,9,290075.7
21,531657,Self-employed,695,639790,14,50584,0.09514404964102796,Bad,9,159497.1
25,233629,Self-employed,828,286944,11,219735,0.9405296431521771,Average,3,70088.7
23,138806,Employed,606,380336,8,170087,1.2253576934714638,Bad,9,41641.799999999996
21,657267,Employed,627,504175,20,74251,0.11296931079759064,Bad,6,197180.1
24,811180,Self-employed,593,258505,18,70353,0.08672920930003206,Average,4,243354.0
55,18919,Unemployed,438,633516,20,358173,18.93192029177018,Good,2,5675.7
52,322952,Self-employed,479,208548,13,83990,0.260069607867423,Bad,9,96885.59999999999
54,511775,Self-employed,534,464676,8,267744,0.523167407552147,Good,0,153532.5
45,374591,Self-employed,636,452983,10,156762,0.41848843138249453,Average,3,112377.3
30,26946,Unemployed,472,816486,5,109286,4.055741111853337,Bad,8,8083.799999999999
41,13730,Unemployed,351,470535,11,296906,21.624617625637292,Bad,8,4119.0
59,27161,Unemployed,390,498005,5,382150,14.069805971797798,Average,3,8148.299999999999
47,689285,Employed,771,702757,23,169571,0.2460099958652807,Bad,7,206785.5
47,22412,Unemployed,381,15233,12,218759,9.760797786899875,Good,1,6723.599999999999
22,904370,Employed,718,768565,7,18341,0.020280416201333525,Good,0,271311.0
33,514469,Employed,580,485236,5,96140,0.18687228968120528,Average,4,154340.69999999998
29,14797,Unemployed,414,682428,5,347218,23.465432182199095,Bad,8,4439.099999999999
56,11406,Unemployed,349,854159,11,18015,1.5794318779589689,Bad,7,3421.7999999999997
42,18965,Unemployed,465,879042,17,373324,19.684893224360664,Average,5,5689.5
46,476439,Employed,706,334597,5,125581,0.26358253627431844,Good,2,142931.69999999998
32,524790,Self-employed,602,630423,20,187269,0.3568455953810096,Good,2,157437.0
37,33783,Unemployed,460,421048,18,50849,1.5051653198354202,Average,5,10134.9
34,33287,Unemployed,484,372608,8,377863,11.351668819659327,Bad,7,9986.1
34,35436,Unemployed,432,219314,16,16852,0.47556157579862285,Good,2,10630.8
54,775692,Employed,616,539970,16,56361,0.07265899351804582,Bad,6,232707.6
40,645493,Employed,569,487514,21,374938,0.5808552532715304,Good,2,193647.9
31,142837,Self-employed,726,156455,19,153330,1.0734613580514853,Bad,6,42851.1
36,28171,Unemployed,355,322304,14,63355,2.2489439494515637,Good,2,8451.3
51,40204,Employed,588,750692,7,387917,9.64871654561735,Bad,8,12061.199999999999
26,833552,Self-employed,803,287810,16,28410,0.0340830566059466,Average,4,250065.59999999998
39,27658,Unemployed,475,322961,5,262046,9.474510087497288,Good,2,8297.4
57,589274,Employed,599,617486,5,204014,0.3462124580415902,Average,5,176782.19999999998
24,5056,Unemployed,480,429858,14,34924,6.907436708860759,Good,1,1516.8
24,37911,Unemployed,350,568118,22,375766,9.911793410883385,Good,1,11373.3
40,366239,Employed,717,498283,19,238911,0.6523363159030032,Good,0,109871.7
30,620439,Employed,554,536522,6,333975,0.5382882120563021,Bad,7,186131.69999999998
44,855177,Employed,655,583904,21,291182,0.3404932546127878,Good,0,256553.09999999998
55,15681,Unemployed,372,273365,12,236530,15.083859447739302,Average,5,4704.3
46,32579,Unemployed,486,144482,13,380080,11.666410878173057,Bad,6,9773.699999999999
57,239347,Self-employed,324,737415,15,272280,1.1375952069589341,Bad,7,71804.09999999999
58,37596,Unemployed,451,718773,10,276357,7.350702202361953,Good,2,11278.8
41,823339,Employed,559,3051,18,209680,0.254670311985707,Bad,6,247001.69999999998
59,33114,Unemployed,477,898961,5,109546,3.308147611282237,Good,0,9934.199999999999
41,351990,Self-employed,365,994805,11,28431,0.08077218102787011,Average,3,105597.0
30,696085,Self-employed,405,603206,13,43290,0.06219068073582967,Bad,8,208825.5
58,320911,Employed,675,80116,15,359959,1.1216785962463114,Bad,6,96273.3
24,578390,Employed,667,386370,20,131374,0.22713739864105534,Average,3,173517.0
40,375729,Self-employed,403,976067,23,43747,0.11643232223224718,Average,4,112718.7
37,428756,Self-employed,503,230931,6,76974,0.1795286829805297,Good,0,128626.79999999999
27,499087,Self-employed,581,308901,19,342907,0.6870685872403008,Bad,8,149726.1
24,726203,Employed,542,521385,7,201280,0.2771676790098636,Average,4,217860.9
49,532282,Self-employed,409,385152,8,130132,0.24447943007653838,Bad,8,159684.6
34,72546,Self-employed,509,525562,11,336138,4.633446365064924,Average,4,21763.8
23,370716,Employed,818,734835,16,216147,0.5830527951315833,Bad,9,111214.8
44,5048,Unemployed,414,970761,8,332159,65.80011885895404,Average,4,1514.3999999999999
57,21038,Unemployed,364,228572,14,146959,6.985407358113889,Bad,6,6311.4
36,602702,Self-employed,370,133379,10,1051,0.0017438136923388341,Good,2,180810.6
24,29070,Unemployed,499,583177,18,330839,11.38077055383557,Bad,6,8721.0
44,26996,Unemployed,437,988399,7,217643,8.062046229070974,Good,1,8098.799999999999
54,23161,Unemployed,498,228256,21,254116,10.97171970122188,Good,0,6948.3
50,7228,Unemployed,400,824376,15,291635,40.34795240730492,Good,1,2168.4
38,916198,Self-employed,547,887987,14,279224,0.30476381742811054,Bad,7,274859.39999999997
39,23790,Unemployed,425,564422,14,35880,1.5081967213114753,Bad,8,7137.0
51,29474,Unemployed,481,422539,14,192037,6.515471262807899,Good,2,8842.199999999999
39,531616,Employed,503,511421,7,374200,0.7038915307289472,Average,5,159484.8
39,235487,Self-employed,475,204834,19,48361,0.20536590130240734,Bad,9,70646.09999999999
42,716505,Employed,758,482441,21,350829,0.4896392907237214,Bad,8,214951.5
44,279434,Employed,758,229579,22,344019,1.231127922872664,Bad,6,83830.2
32,342819,Self-employed,380,552242,23,95841,0.27956735186789533,Bad,8,102845.7
50,25617,Unemployed,476,712381,23,198962,7.766795487371668,Good,2,7685.099999999999
58,851717,Employed,849,354103,16,351235,0.4123846301060094,Average,5,255515.09999999998
51,415749,Self-employed,608,753287,9,34005,0.0817921390069489,Average,4,124724.7
56,38077,Unemployed,484,737226,20,238903,6.274207526853481,Average,4,11423.1
39,657307,Self-employed,840,727787,19,261158,0.3973151054225803,Average,5,197192.1
56,404319,Employed,768,269136,19,66471,0.16440236545895692,Good,1,121295.7
50,36746,Unemployed,301,528249,10,127718,3.4756980351602897,Bad,7,11023.8
53,5015,Unemployed,393,538785,16,107379,21.411565304087738,Bad,9,1504.5
38,162029,Self-employed,432,427767,6,313872,1.937134710453067,Good,0,48608.7
48,19817,Unemployed,426,995888,13,140763,7.103143765453903,Bad,7,5945.099999999999
31,39759,Employed,804,782734,8,10756,0.2705299429060087,Good,0,11927.699999999999
53,298556,Employed,524,975259,9,124670,0.4175766020445076,Average,4,89566.8
37,400644,Employed,815,801687,12,299452,0.7474266431046016,Good,2,120193.2
26,26050,Self-employed,575,137639,14,65079,2.4982341650671787,Bad,7,7815.0
24,39721,Unemployed,432,837279,11,66524,1.67478160167166,Bad,7,11916.3
40,11840,Unemployed,353,762177,18,10327,0.8722128378378379,Bad,6,3552.0
47,36440,Unemployed,411,705363,9,175380,4.812843029637761,Average,5,10932.0
35,912604,Employed,841,22389,20,106561,0.1167658699720799,Good,0,273781.2
26,5763,Unemployed,417,177595,19,357580,62.04754468158945,Good,2,1728.8999999999999
34,669791,Employed,611,387946,9,17533,0.02617682232218707,Bad,8,200937.3
31,28457,Unemployed,490,325720,7,98417,3.4584460765365286,Good,0,8537.1
59,938109,Employed,778,832351,14,356462,0.3799792987808453,Bad,7,281432.7
29,37360,Unemployed,459,739463,9,176560,4.725910064239828,Good,2,11208.0
46,839289,Self-employed,480,5358,19,199232,0.23738187918583467,Average,4,251786.69999999998
36,164245,Self-employed,479,352679,22,41429,0.2522390331516941,Average,3,49273.5
25,876200,Employed,791,503110,12,349492,0.39887240356083087,Good,0,262860.0
30,507959,Employed,667,254557,6,336209,0.6618821597806123,Average,3,152387.69999999998
23,31639,Unemployed,390,209596,12,356540,11.269003445115207,Average,3,9491.699999999999
33,33924,Unemployed,359,780776,12,14654,0.4319655700978658,Average,5,10177.199999999999
50,471185,Self-employed,708,632270,8,396324,0.8411218523509874,Bad,9,141355.5
26,8664,Unemployed,332,230129,23,332627,38.3918513388735,Good,0,2599.2
37,713550,Employed,733,794130,22,8899,0.012471445588956626,Good,1,214065.0
39,758537,Employed,535,330953,5,145444,0.19174278907950437,Bad,7,227561.1
55,231664,Employed,631,619367,19,359053,1.549886905173009,Bad,8,69499.2
46,887411,Employed,845,57805,22,368115,0.4148190635455274,Average,3,266223.3
25,862643,Employed,508,164421,16,92724,0.10748826571362662,Good,2,258792.9
49,996261,Self-employed,600,209849,5,30295,0.030408698122279202,Bad,8,298878.3
57,371595,Self-employed,624,969752,11,343709,0.9249559332068515,Average,5,111478.5
40,919340,Employed,736,863465,23,50574,0.05501120368960341,Good,0,275802.0
41,22942,Unemployed,315,240483,5,364211,15.87529422020748,Average,4,6882.599999999999
30,852805,Employed,571,886671,11,197006,0.23100943357508458,Good,1,255841.5
25,649911,Self-employed,745,394551,6,31066,0.04780039113047786,Average,5,194973.3
56,32016,Employed,729,46041,11,215221,6.722295102448776,Good,2,9604.8
26,536562,Self-employed,688,820386,23,217168,0.404739806397024,Good,1,160968.6
46,418391,Self-employed,562,272146,17,141017,0.33704596896204747,Good,1,125517.29999999999
24,566114,Employed,564,333927,9,30418,0.05373122727931123,Good,0,169834.19999999998
59,683576,Employed,837,109524,23,83607,0.12230827296452772,Average,5,205072.8
59,9473,Unemployed,474,220306,5,50874,5.370421197086456,Bad,6,2841.9
55,421706,Self-employed,451,913289,5,375302,0.8899612526262373,Good,1,126511.79999999999
21,14481,Unemployed,372,546026,22,349401,24.128237000207168,Good,1,4344.3
44,550140,Employed,803,799135,5,131538,0.23909913840113425,Good,1,165042.0
56,350250,Self-employed,737,115776,9,214699,0.6129878658101356,Good,1,105075.0
26,24798,Unemployed,410,182494,13,213465,8.608153883377692,Average,3,7439.4
51,8536,Unemployed,498,194971,16,50635,5.9319353327085285,Bad,7,2560.7999999999997
40,10079,Unemployed,368,931896,13,258470,25.64440916757615,Bad,9,3023.7
44,641628,Employed,505,833156,22,376167,0.5862696141689577,Bad,8,192488.4
45,901643,Employed,753,820731,15,362981,0.40257729500478573,Average,4,270492.89999999997
56,721652,Employed,794,279785,5,214161,0.29676492270512655,Bad,8,216495.6
41,256749,Self-employed,685,343678,23,280548,1.092693642428987,Average,4,77024.7
50,606106,Employed,794,270449,14,73629,0.12147875124153201,Average,3,181831.8
44,542717,Self-employed,704,755622,6,14156,0.02608357578627535,Good,2,162815.1
50,12140,Unemployed,381,282926,11,50999,4.200906095551894,Average,3,3642.0
42,19901,Unemployed,409,342401,6,180431,9.066428822672227,Bad,7,5970.3
48,312635,Employed,708,238371,23,277838,0.8886976826011164,Bad,9,93790.5
27,39980,Unemployed,409,604251,10,332693,8.321485742871436,Bad,9,11994.0
55,256597,Employed,506,648275,14,189302,0.7377405035912346,Good,0,76979.09999999999
48,134101,Self-employed,733,677926,13,33799,0.2520413718018508,Good,1,40230.299999999996
34,21997,Unemployed,494,126591,12,353432,16.067281902077557,Good,0,6599.099999999999
30,686228,Employed,799,594054,15,143228,0.20871780224648367,Average,3,205868.4
36,31398,Unemployed,470,532799,13,303789,9.6754251863176,Bad,9,9419.4
36,36820,Unemployed,347,641104,13,171010,4.644486692015209,Average,5,11046.0
51,837678,Employed,581,502981,12,340758,0.4067887660891178,Average,4,251303.4
45,21254,Unemployed,488,775720,19,223686,10.524418932906746,Bad,6,6376.2
33,33618,Unemployed,383,945681,6,134387,3.9974715925992026,Good,1,10085.4
26,28580,Unemployed,347,268909,5,229339,8.02445766270119,Bad,8,8574.0
29,11608,Unemployed,489,153426,13,361513,31.1434355616816,Average,3,3482.4
56,122363,Self-employed,789,288073,13,13420,0.10967367586607063,Average,4,36708.9
40,9876,Unemployed,471,161892,17,281456,28.49898744430944,Good,0,2962.7999999999997
38,26038,Unemployed,402,113576,12,284539,10.927836239342499,Average,3,7811.4
41,917743,Employed,590,424739,9,303445,0.33064267447422646,Average,3,275322.89999999997
24,805757,Self-employed,352,597376,7,252985,0.31397183021680236,Bad,6,241727.09999999998
53,424969,Employed,847,985667,8,47972,0.1128835279749817,Good,2,127490.7
47,703356,Employed,703,79525,21,64294,0.09141032421703946,Bad,8,211006.8
27,759643,Employed,655,15780,20,81853,0.10775193084119777,Bad,7,227892.9
26,121737,Self-employed,656,270733,20,121135,0.9950549134609855,Bad,9,36521.1
35,292968,Employed,556,954316,7,83504,0.2850277163376205,Average,4,87890.4
38,794705,Employed,557,882096,10,285998,0.359879452123744,Average,3,238411.5
52,303661,Employed,679,965443,5,122373,0.4029921524331409,Good,0,91098.3
31,21876,Unemployed,456,446709,20,333924,15.264399341744378,Average,3,6562.8
40,497018,Employed,788,106188,19,369602,0.7436390633739624,Good,2,149105.4
44,783610,Self-employed,628,619614,11,320247,0.40868161457868074,Bad,6,235083.0
35,214485,Self-employed,603,829385,6,326764,1.5234818285661003,Bad,7,64345.5
27,9674,Unemployed,463,592073,14,352734,36.4620632623527,Average,3,2902.2
41,14695,Self-employed,754,545597,19,347268,23.6317114664852,Average,5,4408.5
46,298238,Self-employed,519,580483,10,307734,1.0318403422769735,Good,0,89471.4
34,27187,Unemployed,487,27901,6,363340,13.364475668518041,Average,5,8156.099999999999
57,817646,Employed,714,680936,21,73554,0.08995824598909552,Average,5,245293.8
41,30685,Unemployed,405,426724,5,118781,3.870979305849764,Average,5,9205.5
38,468055,Employed,518,469927,5,1973,0.004215316576043414,Bad,8,140416.5
25,874846,Employed,564,551752,8,250784,0.28666073800417446,Average,4,262453.8
23,948042,Self-employed,774,979785,20,241210,0.2544296560700897,Average,5,284412.6
43,12965,Unemployed,425,280404,12,321930,24.830698033166218,Bad,7,3889.5
46,65481,Self-employed,816,651285,5,105919,1.6175531833661674,Bad,7,19644.3
57,294884,Self-employed,725,299584,23,38097,0.12919317426513477,Bad,6,88465.2
44,998147,Employed,593,359226,15,122403,0.12263023382327452,Bad,6,299444.1
39,279025,Self-employed,432,894015,21,297389,1.0658148911387868,Average,5,83707.5
45,37177,Unemployed,384,582971,14,197283,5.306587406192,Average,3,11153.1
41,566465,Self-employed,511,388350,16,55841,0.09857802335537058,Average,5,169939.5
32,31119,Self-employed,458,174502,13,26346,0.8466210353803143,Good,0,9335.699999999999
53,188987,Employed,648,921491,11,106633,0.5642345769814855,Bad,8,56696.1
24,27106,Unemployed,332,509994,16,72980,2.692392828156128,Average,3,8131.799999999999
27,11553,Self-employed,773,682465,19,91417,7.912836492685883,Average,3,3465.9
42,31379,Employed,667,604772,12,340086,10.838012683641926,Average,4,9413.699999999999
53,372808,Self-employed,570,776107,21,368291,0.9878838436943413,Bad,6,111842.4
37,14088,Unemployed,310,932530,9,354119,25.136215218625782,Bad,6,4226.4
44,516030,Self-employed,364,856741,18,269116,0.5215123151754743,Bad,8,154809.0
54,283494,Self-employed,571,834359,6,311207,1.097755155311929,Average,4,85048.2
48,635685,Employed,649,208486,20,131017,0.20610365196598945,Bad,8,190705.5
59,547057,Self-employed,445,977039,21,320199,0.5853119510398368,Average,3,164117.1
42,655872,Employed,785,831378,7,235481,0.3590349946330991,Good,2,196761.6
37,7786,Unemployed,485,914935,5,143003,18.3666837914205,Bad,9,2335.7999999999997
54,131525,Self-employed,763,451777,22,139774,1.062718114426915,Bad,7,39457.5
26,24589,Unemployed,366,143449,22,85834,3.490747895400382,Average,5,7376.7
26,29524,Unemployed,317,579880,8,320594,10.858758975748543,Bad,6,8857.199999999999
54,20861,Self-employed,326,140419,19,229648,11.008484732275537,Bad,8,6258.3
21,346405,Employed,567,297920,23,66252,0.19125589988597164,Average,3,103921.5
30,7837,Unemployed,451,923287,23,47904,6.112543064948322,Average,4,2351.1
41,20911,Unemployed,408,582086,14,53320,2.5498541437520923,Average,4,6273.3
25,877521,Self-employed,561,137370,9,294144,0.3351988157548366,Good,2,263256.3
22,960759,Self-employed,536,858636,23,96341,0.10027592767801291,Average,4,288227.7
42,949854,Self-employed,665,874639,15,259596,0.2733009494090671,Bad,9,284956.2
22,868517,Self-employed,677,888788,11,265743,0.30597328549700237,Good,2,260555.09999999998
30,847388,Self-employed,675,450377,9,350780,0.4139544104943662,Average,3,254216.4
54,411122,Self-employed,375,849084,16,228117,0.5548644927782994,Good,2,123336.59999999999
36,588088,Employed,695,953988,23,216791,0.3686370067064793,Good,0,176426.4
59,32430,Unemployed,323,493830,19,188237,5.80440949737897,Bad,7,9729.0
42,229548,Employed,617,918004,16,190927,0.8317519647306881,Good,0,68864.4
32,903761,Employed,560,245767,8,235849,0.2609639052802677,Average,3,271128.3
44,585520,Self-employed,688,547210,16,1018,0.0017386254952862412,Good,0,175656.0
58,11961,Unemployed,431,429244,22,132930,11.11361926260346,Good,0,3588.2999999999997
30,463714,Employed,551,506677,21,334060,0.720400936784311,Bad,9,139114.19999999998
55,202241,Self-employed,307,415532,23,167872,0.830059186811774,Bad,6,60672.299999999996
52,30968,Self-employed,344,865428,20,382337,12.346196073366055,Average,5,9290.4
27,24830,Unemployed,406,412184,15,59770,2.4071687474828836,Bad,9,7449.0
41,33098,Employed,692,818698,6,216523,6.5418756420327515,Average,3,9929.4
40,758993,Employed,836,520895,20,237847,0.31337179657783404,Average,3,227697.9
46,330388,Employed,561,228817,5,300631,0.9099331694855746,Bad,6,99116.4
24,845765,Self-employed,721,419216,21,145015,0.17146015737231973,Good,0,253729.5
42,30208,Unemployed,323,933515,22,103342,3.4210143008474576,Bad,6,9062.4
35,14492,Unemployed,393,4866,17,62457,4.309757107369583,Good,0,4347.599999999999
41,948958,Employed,614,114669,9,281980,0.2971469759462484,Good,1,284687.39999999997
35,43575,Self-employed,420,794330,10,364294,8.360160642570282,Average,5,13072.5
42,665404,Employed,662,282539,5,274538,0.4125884425101142,Average,3,199621.19999999998
48,18074,Unemployed,441,696379,14,335302,18.551621113201282,Bad,8,5422.2
34,565815,Self-employed,636,268150,9,387804,0.6853901010047454,Good,1,169744.5
47,974506,Employed,823,691753,5,111599,0.11451853554518905,Bad,7,292351.8
48,959964,Employed,774,799388,15,288424,0.3004529336516786,Average,3,287989.2
46,938951,Self-employed,400,445258,11,125221,0.13336265683725776,Good,2,281685.3
22,22729,Unemployed,365,491415,22,250222,11.008931321219587,Bad,9,6818.7
45,60114,Self-employed,757,925582,14,78318,1.3028246331969258,Bad,6,18034.2
23,830322,Employed,758,949135,19,395375,0.4761706904068542,Average,4,249096.59999999998
28,224469,Employed,704,359820,8,333306,1.4848642797000922,Average,4,67340.7
53,977625,Employed,677,648012,20,315856,0.32308502749009077,Average,5,293287.5
55,851154,Employed,779,589189,19,261784,0.30756361363513535,Average,3,255346.19999999998
26,11439,Unemployed,493,895659,19,372722,32.583442608619634,Bad,8,3431.7
59,28211,Unemployed,450,726857,16,179728,6.370848250682358,Average,5,8463.3
43,746549,Employed,693,490029,12,138661,0.18573596642685208,Average,4,223964.69999999998
45,32796,Unemployed,418,643480,12,311385,9.494603000365899,Bad,8,9838.8
39,11007,Unemployed,334,174646,22,256667,23.31852457527028,Bad,7,3302.1
25,22776,Unemployed,328,295561,10,24233,1.063970846505093,Good,0,6832.8
31,411148,Employed,552,352164,9,167083,0.4063816435930614,Bad,8,123344.4
32,938796,Self-employed,652,347783,6,271321,0.2890095398787383,Good,2,281638.8
30,135439,Self-employed,375,460222,16,166600,1.2300740554788503,Average,3,40631.7
28,124277,Self-employed,821,96881,8,115506,0.9294237871850785,Good,2,37283.1
44,595198,Employed,616,244934,17,235818,0.39620092809451646,Good,0,178559.4
48,29855,Unemployed,474,958958,21,62351,2.088460894322559,Average,4,8956.5
56,9841,Unemployed,480,134659,20,355052,36.078853775022864,Average,4,2952.2999999999997
57,90155,Employed,794,647976,13,52827,0.5859575176085631,Average,5,27046.5
41,348457,Employed,821,503323,5,81501,0.23389112573430867,Good,1,104537.09999999999
28,788877,Self-employed,320,641872,19,69772,0.08844471318088878,Bad,7,236663.09999999998
29,903120,Self-employed,335,712070,16,16611,0.018392904597395694,Bad,6,270936.0
35,455466,Employed,732,874999,9,154354,0.3388924749597116,Bad,7,136639.8
38,672351,Self-employed,796,749108,22,304147,0.4523634232714758,Average,4,201705.3
40,27733,Unemployed,469,864318,6,213437,7.696138174737677,Average,4,8319.9
26,693468,Employed,543,938320,8,251036,0.362000842144122,Bad,9,208040.4
32,274826,Employed,815,743184,19,143412,0.5218283568512441,Average,3,82447.8
22,37210,Unemployed,382,817864,10,359773,9.668718086535877,Good,2,11163.0
27,38362,Unemployed,376,181689,16,349787,9.118059538084562,Good,0,11508.6
36,9889,Unemployed,320,336517,22,337828,34.16199817979573,Average,5,2966.7
23,823403,Self-employed,675,167289,8,371754,0.4514848743567852,Bad,8,247020.9
23,688561,Employed,674,285028,5,383476,0.556923787434955,Bad,7,206568.3
47,241139,Self-employed,713,269598,19,84035,0.34849194862714034,Good,1,72341.7
58,29346,Unemployed,370,601248,22,281309,9.585940162202686,Average,3,8803.8
53,739611,Self-employed,696,104421,18,110322,0.14916219472127915,Bad,6,221883.3
48,21720,Unemployed,431,240245,7,55515,2.555939226519337,Bad,6,6516.0
21,164224,Self-employed,575,569906,19,222524,1.3550029228371006,Average,4,49267.2
28,587523,Self-employed,312,982175,9,110446,0.1879858320440221,Average,5,176256.9
57,29537,Unemployed,474,49111,7,31480,1.06578190066696,Bad,9,8861.1
52,197386,Self-employed,684,434829,11,184599,0.9352183032231263,Average,3,59215.799999999996
57,551817,Employed,740,218750,10,60789,0.11016152093900695,Average,5,165545.1
24,112042,Self-employed,313,122592,5,183974,1.6420092465325502,Average,4,33612.6
50,661578,Self-employed,696,236000,23,33191,0.050169443361175854,Bad,7,198473.4
26,524897,Employed,833,782277,11,60488,0.11523784666325013,Good,1,157469.1
39,35105,Unemployed,302,324137,8,207154,5.900982765987751,Average,4,10531.5
52,409570,Employed,539,130652,16,168116,0.41046951681031324,Bad,9,122871.0
29,143691,Self-employed,794,928352,22,181672,1.2643241399948502,Good,2,43107.299999999996
32,11560,Unemployed,434,510069,13,350601,30.328806228373704,Bad,8,3468.0
31,696572,Self-employed,351,604960,23,180848,0.259625709905078,Bad,9,208971.6
36,78079,Self-employed,694,776639,8,365620,4.682693169738342,Bad,6,23423.7
21,717100,Employed,641,854557,5,75525,0.10532003904615814,Good,2,215130.0
41,37253,Employed,545,219516,13,315792,8.47695487611736,Bad,8,11175.9
50,32632,Unemployed,309,381653,19,14740,0.45170384898259375,Good,2,9789.6
33,38431,Unemployed,360,63602,12,358860,9.337774192709011,Average,3,11529.3
54,23413,Unemployed,317,205117,19,145174,6.200572331610644,Good,2,7023.9
24,567773,Self-employed,477,239069,19,212965,0.3750882835217596,Bad,9,170331.9
48,338068,Employed,505,568510,22,392821,1.1619585408852657,Good,2,101420.4
58,67170,Employed,535,837655,11,114917,1.7108381718028882,Bad,9,20151.0
51,437878,Employed,780,243084,22,102630,0.23438035251828135,Average,5,131363.4
47,5394,Unemployed,343,244318,20,26221,4.861142009640341,Good,1,1618.2
25,328509,Employed,736,591621,6,64265,0.19562629943167462,Average,5,98552.7
45,761420,Employed,829,710092,8,1719,0.0022576239132147827,Good,0,228426.0
23,974177,Employed,760,386794,20,215514,0.22122673805684182,Bad,9,292253.1
53,6645,Unemployed,496,51420,7,133141,20.036267870579383,Good,0,1993.5
24,517801,Employed,751,601792,6,55714,0.1075973202060251,Average,3,155340.3
45,14815,Unemployed,356,528750,7,74285,5.014174822814715,Good,0,4444.5
40,392009,Employed,761,273604,9,276079,0.7042669938700387,Average,4,117602.7
54,102847,Employed,559,625607,6,382506,3.719175085320914,Average,3,30854.1
46,241811,Employed,767,782962,23,45035,0.18624049360864478,Bad,7,72543.3
25,14290,Unemployed,302,666635,6,389831,27.27998600419874,Good,1,4287.0
55,22131,Unemployed,491,670629,6,359400,16.239663819981022,Average,4,6639.3
48,972013,Employed,728,655881,22,281684,0.2897944780573922,Bad,6,291603.89999999997
49,697101,Self-employed,574,124672,18,74480,0.10684248050139077,Bad,6,209130.3
